Query	Correction
drammatisk	dramatísk
drammatísk	dramatísk
drammatískur	dramatískur
drammt	rammt
dramur	draumur
drán	rán
drangáll	dragmáll
drángur	drangur
drápð	dráp;drápið
drapni	draupni
drápp	dráp
dras	drasl
drásaði	rásaði
drásaðir	rásaðir
drasið	draslið
drasil	drasl
draslan	druslan
draslegt	draugslegt
drasll	drasl
drastist	draslist
drastl	drasl
drastll	drall
drastlyst	draslist
dráttavél	dráttarvél
drátthag	drátthagur
draugasendingu	draugsendingu
draugina	draugana
drauglegur	draugalegur
draugr	draugar
draugue	draugur
draumakenndur	draumkenndur
draumari	draumar
draumir	draumur
draumni	draumi
draumóri	draumóra
draumq	draum
draumsoley	draumsóley
draumu	draumur
draumveröld	draumaveröld
draunma	drauma
draupur	draumur
drausina	trausina
drausu	dausu
drð	dýrð
dreaga	draga
dream	drepa
dreamir	dreymir
dreamt	dreymt
dreasa	dressa
dreck	drekk
dreek	drekk
drefa	dreifa
drefiðist	dreifðist
dreft	dreift
drefta	drifta
dreftu	dreptu
drehmir	dreymir
dreida	dreifa
dreifðbýl	dreifbýl
dreifðbýla	dreifbýla
dreifni	dreifi
dreiftir	dreifir
dreigin	dregin
dreimal	dreyma
dreingurinn	drengurinn
dreio	dreif
dreirauður	dreyrrauður
dreitu	dreistu
drek	drekk;dreki;drep
drekkans	drekans
drekkka	drekka
drekkq	drekk
drekks	drekka
drekkuð	drekka
drellfínn	drellinn
dremja	fremja
drén	trén;dren
drenast	drepast
drengq	dreng
drengue	drengur
drengurin	drengurinn
drengut	drengur
dréni	dreni
drepa;	drepa
drepað	drepa
drepaðar	drappaðar
drepaðir	dropaðir
drepari	dræpari
dresden	dressin
dreyæa	dreyma
dreyfa	dreifa
dreyfbýli	dreifbýli
dreyfbýlt	dreifbýlt
dreyfi	dreifi
dreyfing	dreifing
dreyfingu	dreifingu
dreyft	dreift
dreymdir	dreymir
dreyms	dreyma
dreyngur	drengur
dreyrauður	dreyrrauður
dreyt	dreymt
dreytt	breytt
drfía	drífa
driða	friða
driefbýli	dreifbýli
drífast	þrífast
driftkraft	drifkraft
dríg	drýgi
dríga	drýgja
drígðu	drýgðu
dríifa	drífa
dríja	drífa;drýgja
drík	frík
drikk	drykk
dríkk	drykk
drikka	drekka
drikker	drykkir
drikki	drykki
drikkna	drukkna
dríkkur	drykkur
drillaðs	dillaðs
drillun	drulluna
drink	drykk
dripl	tripl
dripla	tripla
dripplaði	droppaði
drír	frír
drísildjöfull	drýsildjöfull
driver	drifverk
dróa	dró;dróna
dröfta	drifta
drófu	drífu
drog	drög
drógst	dróst
drógt	dróst
drói	dróni;frói
drökk	dökk
drókst	dróst
dröktum	drögtum
dról	dró
dromma	tromma
droms	drums
drönn	hrönn
drópa	dropa
dropandi	droppandi
drös	drós
drótning	drottning
drotníngarlega	drottningarlega
drôtt	drátt
drótting	dróttin;drottning
drottinga	drottninga
drottingu	drottningu
drottinnn	drottinn
dróttna	drottna
drottninf	drottning
drottninginn	drottningin
drottnining	drottning
drrekka	drekka
drúa	trúa
druðust	durðuðust
drufsuna	rufsa
drug	drög
drúgrar	drjúgrar
drúid	drúida;drúidi
druk	drukk
drukkaður	drukknaður
drukkandi	drukknandi
drukna	drukkna
druknaði	drukknaði
drulisil	drusil
drullst	drullast
drunað	dunað
drúngalegt	drungalegt
drunkaði	drungaði
drunkið	drukkið
drunkinn	drukkinn
drunkkaði	drukknaði
drwgur	dregur
drwkka	drekka
drycka	drykkja
drýfa	drífa
dryfknúinn	drifknúinn
drýgari	drýgri
drýgrar	drýgra;drjúgrar
dryja	drýgja
dryka	drykkja
drýkk	drykk
drykka	drykkja;drekka
drykkar	drykkjar
drykkfeldur	drykkfelldur
drykkjarra	drykkjaðra
drykkjarri	drykkjaðri
drykkjarsjálfsali	drykkjasjálfsali
drykkjavara	drykkjuvara
drykkjavörur	drykkjuvörur
drykkjurövl	drykkjutöl;drykkjuröfl
drykkr	drykkur
drýna	rýna
dryrar	dyrnar;dýrar
dryslur	druslur
dryti	bryti
dryykur	drykkur
dsetja	setja
dsga	daga
dsikur	diskur
dskur	diskur
dstofnun	stofnun
dtaða	staða
dtelpur	stelpur
dteypa	steypa
dtofn	stofn
du	dug
dúagi	dúa;agi;dagi;dugi
duatt	datt
duð	suð
dúðari	dúðaðri
dudleg	dugleg
dúðm	dúðum
dúf	dúfa
düfa	dýfa;dúfa
dúfs	dúfa
dúft	duft
duftara	duftar
dugars	dugar
dugg	dögg;dygg;rugg
duggði	dugði
duggilegur	dyggilegur
duggnaður	dugnaður
duggue	duggu;duggur
duggun	duggu;dugguna
duglegúr	duglegur
duglegut	duglegur
dugli	duli
duglir	dulir
duglist	dulist
dugnaðir	dugnaður
dugu	dugi;sugu
dugun	dögun;duga
dúkan	dúkkan;dúka
dúkk	dúk
dukka	dúkka
dukki	sukki
dúklagningamaður	dúklagningarmaður
dúklögn	dúklögð;dúklagning
dukta	dikta
duktaða	diktaða
dularfult	dularfullt
dularfut	dularfullt
dúlarfyllst	dularfyllst
dúlarfyllstur	dularfyllstur
dulargerfið	dulargervið
dúlbúa	dulbúa
dulða	dula;dulda
dulegeur	duglegur
duleglur	duglegur
duleglut	duglegur
dulegur	duglegur
dulg	dug
dulgegur	duglegur
dúlgervi	dulargervi
dulgevri	dulargervi
dull	dul
dullarfull	dularfull
dullarfullt	dularfullt
dullarfullur	dularfullur
dullarfult	dularfullt
dúllarnir	dallarnir
duln	dulin
dúlsma	dúsa
duluarfullur	dularfullur
dulúðlegum	dulúðugum
dulúlðlegum	dulúðugum
dulunna	duluna
dulunnað	dulunnar
dulus	dulu
dulut	dulu;dulur
dulva	dula
dúm	dóm
dumastar	dumbastar
dúnaður	búnaður;rúnnaður
dunða	dunda
dungi	drungi
dunia	duna
dúnin	dúninn
dúnina	dúna;rúnina
dúnir	búnir;fúnir
dúnka	dunka
dunkara	dunkar
dunku	dunkur
dunna	sunna
dunnan	sunnan
dunskur	danskur
dúnt	rúnt
dúnu	dýnu
dúnum	dýnum
dur	dúr
durður	urður
durfa	þurfa;durta
durfð	dirfð
durgir	dugir
durkana	durgana
durki	dunki
durleg	dugleg
durlegur	duglegur
durruð	duðruð
durtann	durta
durtat	durta;durtar
durtir	durtur;þurftir;surtur
durtut	durtur
durum	dyrum
durunum	dyrunum
dus	dús
dusað	dúsað
dusir	dúsir
duskinnu	duskinu
duskist	tuskist
dúskist	dúkist;dúski
dutlungar	duttlungar
dutlungur	duttlungur
duttanir	duftagnir
dúttl	dútl
duúfa	dúfa
dúxannar	dúxanna
dvá	dá;vá
dval›isk	dvalfisk;dvalist
dvana	svana
dvána	dána;vána
dveina	sveina
dveitabænum	sveitabænum
dvelt	svelt
dvíð	Davíð;svíð
dvíði	svíði
dvinar	dvínar
dvínt	dvínað
dvogi	vogi
dvogur	vogur
dvoldið	dvolið;dálítið
dvöldið	kvöldið;dvölduð
dvölun	dvölin
dvpna	dvína;vopna
dxá	dá
dy	dý;dyr;dyl;dyn
dýan	dýnan
dýe	dýr
dyf	dyr
dyfflini	dyflinni
dýfgað	þýfgað;dýpkað
dyfilinn	dyflinn
dyflin	Dyflinn
dýflin	dýfli;dyflinn
dyflini	dyflinni
dýflinn	dyflinn
dygðuður	dygðugur
dygnað	dugnað
dýgrar	dýrar
dyhönd	hönd
dýjur	dylgjur
dykir	þykir
dylfin	dyflinn
dýlið	dýrið
dylinn	dulinn
dylsyt	dylst
dylt	dylst
dymmt	dimmt
dýnam	dýnum;dýnamít
dýnamó	dínamó
dynan	dýnan
dýnar	dýna
dynas	dyns
dynasty	dynastu
dýni	dýnu
dýnnur	dýnur
dýns	dýna
dynu	dýnu
dýny	dýnu
dýpgað	dýpkað
dypi	dýpi
dýpkt	dýpt
dýpk­un	dýpkun
dypri	dýpri
dýpur	djúpur
dyrabjöllinum	dyrabjöllunum
dýrabjöllunni	dyrabjöllunni
dyraböllinum	dyrabjöllunum
dyraböllu	dyrabjöllu
dýraböllu	dyrabjöllu
dyragarður	dýragarður
dýragripa	dýrgripa
dýralæk	dýralækni
dýralæki	dýralækni
dýralæknan	dýralækna;dýralæknar
dyran	dyra
dýrana	dýranna
dýrans	dýran
dýranum	dýrunum
dyrarvörður	dyravörður
dýrasímir	dyrasímar;dyrasími
dyravegur	dyraveggur
dyravernd	dýravernd
dyrð	dýrð
dýrðgripur	dýrgripur
dýrfjöll	dyrfjöll
dyrið	dýrið
dyrindis	dýrindis
dyrinni	eyrinni
dýrins	dýrin;dýrindis
dýrinum	dýrunum;dýrinu
dýrkarður	dýrkaður
dýrkaru	dýrkarðu
dýrke	dýrka
dyrkja	dýrka;Tyrkja
dýrkja	dýrka
dýrlíngadýrkun	dýrlingadýrkun
dyrlur	þyrlur
dyrmættur	dýrmætur
dýrmættur	dýrmætur
dyrmætur	dýrmætur
dyrnaballa	dyrabjalla
dyrnum	dyrunum
dýró	dýr;dró
dýrrá	dýrra
dyrrain	myrran
dýrsla	dýrslega;skýrsla
dýrta	dýrt
dýrteð	dýrtíð
dýrti	dýrt;dýri
dyru	dýru
dýruni	dýrunni
dýryndi	dýrindi
dyryndis	dýrindis
dysa	dysja
dysir	dysjir
dysk	disk
dyskist	dysjist
dýskist	dýrkist
dýskur	þýskur
dýsu	ýsu;dísu
dyt	dyr
dyti	dytti
dýtr	dýr
dyttaður	dyttaðir
dyttanir	dyttaðir
dýu	dýru
dýum	dýrum
dýun	dýnu
dýuni	duni;dýnu;dýnunni
dýunni	dýnunni;dýfunni
dýx	dúx
e9nfalt	einfalt
eæædey	eldey
eafeind	afeind;rafeind
eálsma	sálma
earnir	ernir
east	efast
eatla	atla;ætla
eb	en
ebni	efni
ebólga	bólga;ebóla
ebsonsalt	epsonsalt
éð	að;séð
eda	eða
eðað	eða
eðal	eða
edall	eðall
eðam	eða
eðan	eða
eddda	edda
edðli	eðli
eðe	eða
edic	edit;edik
eðileg	eðlileg
eðileggja	eyðileggja
eðilegur	eðlilegur
eðjana	eðjuna
eðji	steðji
eðjur	keðjur
eðlaða	eðlað
eðlaðana	eðlana
eðlarin	eðlari
eðlilægur	eðlilegur
edlíleg	eðlileg
edlilegt	eðlilegt
eðlílegt	eðlilegt
edn	en
edniđ	efnið
edögg	dögg
edon	don
eðraða	veðraða
eðsta	efsta
eðu	eða;eyðu
eðuð	eruð
eðulsfari	eðlisfari
eðup	eður
edur	eldur
edus	eldis
eðut	eðun;eður
edwars	edwards
edwn	edwin
edyggir	dyggir
eefitt	erfitt
eéi	ei
eein	ein
eellafu	ellefu
eellefu	ellefu
eer	er
eex	sex
efæa	efla
efag	efa;fag
efalítið	efnalítið
efari	efar
efasemdalasu	efasemdalausu
efasta	efast
efat	efa
effað	efað
effan	effa
effar	effa
effaþa	effanna
effita	offita
efiða	erfiða
efina	efins
efingur	fingur
efirnu	ernu
efís	efins
efldug	efldu
eflq	efl;efla
eflu	efla;efli
efnaðin	efnaði
efnafrædingur	efnafræðingur
efnagerðarinar	efnagerðarinnar
efna­hags­bata	efnahagsbata
efnahagshremmingur	efnahagshremming
efnahagslögsaga7	efnahagslögsaga
efnahyggja	efahyggja;efnishyggja
efnan	efna
efnap	efna
efndurheimast	endurheimtast
efndurheimtast	endurheimtast
efnid	efnið
efniđ	efnið
efniðustu	efnuðustu
efnifræði	efnafræði
efniskortur	efnisskortur
efniþig	efnið
efnrænn	einrænn
efriðar	erfiðar;friðar
efriðleikar	erfiðleikar
efriður	friður;erfiður
efstuna	efstu
eftifarandi	eftirfarandi
eftiminnanleg	eftirminnileg
eftirdagum	eftirdrögum
eftirfarandu	eftirfarandi
eftirgrenslan	eftirgrennslan
eftirlátsemi	eftirlátssemi
eftirlítsins	eftirlitsins
eftirmidagur	eftirmiðdagur
eftirminnanleg	eftirminnileg
eftirminnanlegur	eftirminnilegur
eftirminninleg	eftirminnileg
eftirrétur	eftirréttur
eftirsóknaverð	eftirsóknarverð
eftirspurning	eftirspurnin
eftirvænt	eftirvænting
eftirvæntingafull	eftirvæntingarfull
eftit	eftir
eftivænting	eftirvænting
eftrilit	eftirlit
eftsáð	efsað
efur	hefur
efx	ef
eg	ég
èg	ég
ega	eiga
egand	egnd
egðu	segðu;legðu;leggðu
egér	er
egga	eggja
eggil	eggi
egginn	eggin
eggjabaka	eggjabakka
eggjahrær	eggjahræru;eggjahræra
eggjalíkör	eggjalíkjör
eggjastökkur	eggjastokkur
eggjastokum	eggjastokkum
eggjastokur	eggjastokkur
eggju	eggjum
eggjukaka	eggjakaka
eggjuköku	eggjaköku
eggkaka	eggjakaka
eggukaka	eggjakaka
egilaataðir	Egilsstaðir
egilastaðir	Egilsstaðir
egillson	Egilsson
egillst	Egill
egillstaðir	Egilsstaðir
egilsstaður	Egilsstaðir
egilsstöðum	Egilsstöðum
egin	eigin
eginmaður	eiginmaður
eginn	einn;enginn;eiginn;eigin
egir	segir
egír	gír
egj	egg
egjakaka	eggjakaka
egló	eygló
egnað	egna;eignað
egnandist	egndist
egsalat	salat;eggjasalat
egsif	sif
egyfskur	egypskur
egypst	egypskt
egypt	Egypta;Egypti
egyptist	Egypti
egyptland	Egyptaland
ehausa	hausa
ehitta	hitta
ehverju	hverju
éi	ég
ei.	ei
eiað	eimað
eiaga	eiga
eibkynn	eikinn
eid	ei
eiðaðir	siðaðir
eiðas	eiðs
eiddi	eyddi
eiðilega	eyðilega
eiðilegga	eyðileggja
eiðileggja	eyðileggja
eiðíleggja	eyðileggja
eiðist	eyðist
eidn	einn
eiðrétta	leiðrétta
eiðyr	eiður
eifa	eyfa;eiga
eifi	eyfi
eifiður	erfiður
eifnifall	nefnifall
eigaa	eiga
eigadagur	sigadagur
eigaði	eignaði
eigah	eiga
eigandanna	eigendanna
eigandur	eigendur
eiganleg	eiginleg;eiguleg
eigann	eiga
eigar	eiga
eigarst	eigast
eigða	eygða
eigði	eygði;eigi
eigeindur	eigendur
eigendanna.22	eigendanna
eigenður	eigendur
eigenlega	eiginlega
eigia	eiga;eigi
eigill	Egill
eigindann	eiginmann;eigandann
eigingjan	eigingjarn
eiginhandaráritum	eiginhandaráritun
eiginjn	eiginn
eiginleik	eiginleika;eiginleiki
eiginm	eigin
eiginmaðuer	eiginmaður
eiginman	eiginmann
eiginnmaður	eiginmaður
eiginst	eigin;eignist
eigjosep	Jósep
eigll	Egill;Eygló
eiglo	Eygló
eigló	Eygló
eiglö	eigli;Eygló
eignanðist	eignaðist
eignarfornaf	eignarfornafn
eignarfornö	eignarfornöfn
eignarskemmdir	eignaskemmdir
eigna­spjöll	eignaspjöll
eignig	eining;eigni
eigon	eigin
eigrast	veigra;eigast
eihvað	eitthvað
eihverja	einhverja
eihvern	einhvern
eii	eigi;ei
eiíft	eilíft
eiiga	eiga
eiill	egill
eiithver	eitthvert;einhver
eij	ey
eija	eyja
eikatré	eikartré
eikfad	eirfat;eitthvað
eikfað	eitthvað
eikia	eikina
eikionni	eikinni
eikk	eik
eikst	eykst
eiktan	veiktan
eiktu	leiktu
eiktur	eitur;eyktar
eiku	eik
eilæifðina	eilífðina
eild	deild
eilífðona	eilífðina
eilífina	eilífðina
eilífinna	eilífðina
eilifu	eilífu
eílifu	eilífu
eílifur	eilífur
eiligur	einlægur;eilífur
eilítt	eilíft
eilíu	eilífu
eillífðina	eilífðina
eilýfð	eilífð
eimaðast	eimaða
eimsli	eymsli
eimsu	eimu
einaborg	eignaborg
einagranir	einangraðir;einangranir
einangranir	einangraðir;einangranir
einangrunstöð	einangrunarstöð
einangunn	einangrun
einaraður	einarður
einarein	akrein;einar
einars,	einars
einbæta	einbeita
einbeintingu	einbeitingu
einbeintinngu	einbeitingu
einbeitingur	einbeitingu
einbeitinngur	einbeitingar
einbeitningarörðuleikar	einbeitingarörðugleikar
einbet	einbeit
einbett	einbeitt
einbeytingur	einbeitingar
einbeytnig	einbeiting
einbeytnina	einbeitnina
einbeytning	einbeiting
einbeyttur	einbeittur
einblað	einblaða
einblæymum	einblínunum
einblina	einblína
einblínd	einblínt
einblöðungunm	einblöðungunum
einblöðunum	einblöðungum
einblýna	einblína
einbylishús	einbýlishús
einbylíshús	einbýlishús
einbýll	einbýli
einbýlt	einbýli
eindagu	eindagi
eindalt	einfalt
eindi	erindi
einelik	einleik
einfala	einvala
einfald	einfalt
einfalða	einfalda
einfalðad	einfaldað
einfalðan	einfaldan
einfálðan	einfaldan
einfaldanir	einfaldaðir;einfaldanir
einfalfur	einfaldur
einfaltt	einfalt
einfdagi	eindagi
einfeld	einföld;einfeldni
einfeldnislegt	einfeldningslegt
einfeldnislegur	einfeldningslegur
einfeldur	einfaldur
einflad	einfalda
einfladari	einfaldari
einfladur	einfaldur
einfleypur	einhleypur
einföldrum	einföldum
einfunn	einkunn
eing	ein
eingandi	eigandi
eingann	engan
eingarfornöfn	eignarfornöfn
eingaskattur	eignaskattur
eingaungu	eingöngu
eingerð	meingerð
eingileiki	eiginleiki
eingin	engin
einging	eining
einginhn	enginn
einginlega	eiginlega
einginleiki	eiginleiki
einginn	enginn
eingöngun	eingöngu
eingra	engra
eingundur	eigendur
einhever	einhver
einhjerjir	einhverjir
einhljóđ	einhljóð
einhugiö	einhugi
einhva	eitthvað
einhvað	eitthvað
einhve	einhver
einhvee	einhver
einhvem	einhver;einhverjum
einhverhnnn	einhvern
einhverj	einhverjir;einhverjum
einhverjur	einhverjir
einhverru	einhverju
einhversis	einhvers
einhvert	eitthvert
einhverunni	einhverfunni
einhvr	einhver
einhvrer	einhver
einhvurslag	hvurslags
einhvurslags	hvurslags
einiberjarunn	einiberjarunni
einiberjarunnur	einiberjarunnar
einiingum	einingum
einin	eini;eining
einind	eining
einingamálum	peningamálum
einingarlaus	meiningarlaus
eininginun	einingunum;einingin;eininguna
eininginuna	einingin;eininguna
einisdótt	Einisdóttir;Einisdóttur
einjbert	einbert
einkab	einkar
einkaðu	seinkaðu
einkanni	einkenni
einkannir	einkunnir
einkavæg	einkavæða
einkavæga	einkavæða
einkend	einkennd
einkenne	einkenni
einkr	eink;einkar
einku	einkum;einkunn
einkumn	einkum;einkunn
einkun	einkunn
einkunm	einkum;einkunn
einkúnn	einkunn
einkunnaorð	einkunnarorð
einkunnarbók	einkunnabók
einkunnarkvarði	einkunnakvarði
einkunnarspjald	einkunnaspjald
einkunni	einkunir
einkv	eink
einkvað	eitthvað
einkvern	einhvern
einleiji	einleiti;einleik
einlíd	einlíf;einhlít
einlitaður	einlitur
einllift	einlyft
einm	einmana
einma	einmana
einmaannur	einmananum;einmana
einman	einmana
einmanaá	einmana
einmanaleik	einmanaleiki
einmanna	einmana
eínmanna	vínmanna;einmana
einmannalegt	einmanalegt
einmannalegur	einmanalegur
einmannaleika	einmanaleika
einmannaleiki	einmanaleiki
einmannur	einsannur
einmanur	einmanar
einn,	einn
einnatt	einatt
einnefn	einnefni
einnefning	einnefni
einnfaldan	einfaldan
einnfalt	einfalt
einnfalta	einfalda
einnfaltan	einfaldan
einnhljóð	einhljóð
einnhva	eitthvað
einnhver	einhver
einnhverjar	einhverjar
einning	eining
einnkeni	einkenni
einnkun	einkunn
einnkún	Einrún
einnkunn	einkunn
einnleiða	innleiða
einnot	einnota
einnotur	einnota
einnu	einu;einn
einnvhern	einhvern
einræðni	einræði
einrómur	eintómur
eíns	eins
einsage	einslaga
einsins	einisins
einsker	einskeri
einskin	einskis
einskís	einskis
einskór	einskær
einskörðungar	einskorðunar
einsks	einskis
einskunn	einkunn
einskyn	einkyn
einsletur	einsleitur
einsö	eins
einsömru	einsömu
einsr	eins
einsskys	einskis
einst	eins
einstafa	einstaka
einstakingur	einstaklingur
einstaklingue	einstaklingum
einstaklinur	einstaklingur
einstaktur	einstakur
einstaling	einstakling
einstígur	einstig;einstigi;seinstígur
einstöo	einstök
einsþáttar	einsþátta
eintrjáninn	eintrjáning
einugis	einungis
einuhverju	einhverju
einurðan	einurðin
einurp	einurð
einvaðla	einvala
einvallalið	einvalalið
einverjum	einhverjum
einvhert	eitthvert
einvhörf	einhverf
einvigi	einvígi
einvörðungis	einvörðungu
einvörðúngu	einvörðungu
eipyr	reipi
eirarúno	eyrarúnu
eirarúnr	eyrarúnur
eirarúnur	eyrarúnur
eirik	Eirík
eiríkr	Eiríkur
eiriksonn	Eiriksson;Eiríksson
eiríkssno	Eiriksson;Eiríksson
eíriksson	Eiriksson;Eiríksson
eirikur	Eiríkur
eirikúr	Eiríkur
eiríkúr	Eiríkur
eírikur	Eiríkur
eirnýja	Eirnýjar
eironum	eirunum
eíronum	emírunum;eyrunum
eirra	þeirra
eirsif	eiri
eirukur	Eiríkur
eisara	keisara
eísiða	eiða
eislým	eyslum
eisn	eins
eistalyppa	eistnalyppa
eisteynn	eysteinn
eit	eitt
eithhvað	eitthvað
eithkvað	eitthvað
eithvað	eitthvað
eithvert	eitthvert
eitlefu	ellefu
eitthva	eitthvað
eitthvap	eitthvað
eitthvar	eitthvað
eitthvaü	eitthvað
eitthver	einhver
eitthverja	einhverja
eitthverju	einhverju
eitthvern	einhver
eitthverr	eitthvert
eitthvorn	sitthvorn;eitthvert;einhvern
eitthvsð	eitthvað
eittkvað	eitthvað
eittlefu	ellefu
eitum	einum
eitunn	Eiðunn
eiturlif	eiturlyf
eiturlíf	eiturlyf
eiturt	eitur
eiturverkarin	eiturverkunin
eiusta	eista
eivhern	einhvern
eivör	Eyvör
eívor	ívör;Eivör;Eyvör
eívör	ívör;Eivör;Eyvör
eiþor	Eyþór
eiþór	Eyþór
ejálg	njálg
ejg	egg
ejl	el
ejt	ert
ejyólf	Eyjólf
ekaðu	ektaðu
ekdiviðinn	eldiviðinn
ekeert	ekkert
ekhvað	eitthvað
eki	ekki
ekills	ekils
ekink	eink
ekísabet	Elísabet
ekjuð	ekju
ekkerr	ekkert
ekkir	ekki
ekkisen	ekkisens
ekkj	ekki
ekkkert	ekkert
ekko	ekki
ekkó	ekki
ekkóann	ekkann
ekkóanna	ekkanna
eklá	ekla
eklú	eklu
eknhver	einhver
eko	sko
ekraða	dekraða
eksplóra	eksplódera
ekstur	rekstur
ekynsamlega	skynsamlega
el´li	elli
ela	élja;pela;kela;fela
éla	él;véla
elæda	elda
elamar	Elmar
elamíska	latmíska
elaska	elska
elav	Elva
elbogi	eldbogi
elða	eða
eldabrand	eldibrand
eldabröndum	eldibröndum
eldadi	eldaði
eldanennskunni	eldamennskunni
eldarvélarhella	eldavélarhella
elddavélin	eldavélin
eldest	eldast
eldfjol	eldfjöll
eldfjól	eldfugl
eldfjqll	eldfjöll
eldfkall	eldfjall
eldgósin	eldgosin
eldh-us	eldhús
eldhsús	eldhús
eldhus	eldhús
eldhusid	eldhúsið
eldhusinu	eldhúsinu
eldhusínu	eldhúsinu
elðivið	eldivið
eldivíður	eldiviður
eldjarn	eldjárn
eldka	elska
eldmél	eldvél
eldon	eldun
eldraugt	eldrautt
eldraukt	eldrautt
eldro	eldri
eldsbjarmanum	eldbjarmanum
eldsemma	eldsnemma
eldsneiti	eldsneyti
eldsnejta	eldsneyta
eldsnejti	eldsneyti
eldspöytur	eldspýtur
eldspýytur	eldspýtur
eldstu	elstu
eldstur	elstur
eldsúd	eldsúr
eldu	eldur
eldurbrandur	eldibrandur
eldúsinu	eldhúsinu
elektrón	elektróna
elektroni	elektrónu
elena	Elena
elexís	elexírs
elexíss	elexírs
elf	ef
elfut	elfu
elggja	leggja
elgosin	eldgosin
eli	Elí
elï	el;Elí
elía	Elín
elíabet	Elísabet
elið	leið
elífð	eilífð
elífðina	eilífðina
elin	Elín
elina	eina
elindís	Eindís
elínósk	Elín;ósk;Ósk
elîs	Elís
elisa	Elísa
elísa	Elísa
elísabe	Elísabet
elisabet	Elísabet
elísabet	Elísabet
elísarbet	Elísabet
elkaðu	elskaðu
elkem	Ellen
elkominn	velkominn
ellafu	ellefu
ellding	elding
ellen	Ellen
elliðárnar	elliðaárnar
ellinii	ellinni
ell­inni	ellinni
elly	Ellý
eln	en
elnbogi	ölnbogi;olnbogi
elniviður	efniviður
eloda	elda
eloís	Elís
elos	los
elplum	eplum
elsavél	eldavél
else	Elsie
elsebet	Elsabet
elsebeth	Elisabeth
elshus	melshús
elskandur	elskendur
elskann	elskan
elskendu	elskendur
elsvoði	eldsvoði
eltaðar	eldaðar
elva	Elva
elvar	Elvar
elvi	eldi
elvurna	evruna
elztur	elstur
emann	mann
embæti	embætti
emblaýr	Embla;Ýr
emda	enda
emeliana	Emelíana
emelie	Emelía;Emilía
emilía	Emilía;Emelía
emiliana	Emilíana
emilý	Emil;Emilía
emjana	emjanar
emjanan	emjanin
emjast	lemjast
emmarnað	emmanna
emmnaðar	efnaðar
emnding	ending
empj	emj
emstru	emstrur
emta	meta
én	en
enar	einar
enarða	einarða
end	endi
endalangur	endilangur
endalegt	endanlegt
endalsut	endalaust
endalus	endalaus
endan	endann
endanleikinn	óendanleikinn
endanm	endanum
endarfarmi	andarfari
endarlega	endanlega
endarþar	endaþarm
endarþarm	endaþarm
endarþarmur	endaþarmur
endastaður	endastæður
